code, width, action, veg, votes, height
z43*u<k>9f,8,sell,Kale,861,   1.82
x26*x<n>6m,17,sell,Okra,1370,   2.14
x97*i<x>1b,21,sell,Kale,1926,   1.87
i70vq<c>4g,17,buy,Kale,1857,   2.10
x39*B<e>1v,11,sell,Yam,2786,   2.07
r65*k<z>6y,11,buy,Sprout,1790,   2.04
o29*o<e>0u,17,buy,Yam,792,   1.42
h79*h<q>9z,24,sell,Kale,2919,   1.88
i07*a<a>9a,10,sell,Swede,2659,   0.83
m09*k<m>4e,7,sell,Onion,668,   1.33
s07*c<e>7h,9,buy,Kale,890,   1.83
o27*u<l>5t,17,buy,Swede,2405,   2.12
j32*u<n>5c,14,sell,Okra,2999,   1.98
u83*f<r>9r,11,buy,Squash,1982,   1.82
c17*ueu>8r,12,sell,Corn,420,   1.89
z5*x<m>4h,19,sell,Leek,1742,   1.04
u68*q<d>7n,6,buy,Pea,2586,   1.82
g88*d<hD8h,10,buy,Okra,1579,   2.09
w71*w<i>2u,8,buy,Marrow,1731,   2.00
z99*p<k>0e,10,sell,Leek,2521,   1.57
i62*a<j>2f,5,sell,Beetroot,1713,   2.11
n55*t<s>8i,5,sell,Pea,2088,   1.87
ci0*x<h>2f,6,buy,Mooli,309,   2.11
r55*n<e>9y,8,sell,Turnip,1073,   1.50
75*q<t>1t,12,sell,Yam,1998,   2.04
y71*s<f>0p,8,sell,Marrow,574,   1.65
m55*e<x>2h,7,sell,Swede,2704,   0.76
j77*u<s>1b,5,sell,Mooli,784,   2.02
x49*o<>7f,13,sell,Cabbage,2467,   1.60
m21*x<l>8v,10,sell,Parsnip,232,   1.17
i17*p<s>2v,9,sell,Sprout,2847,   1.80
c63*g<e>1t,19,sell,Swede,2410,   2.03
d79*s<j>0x,24,sell,Kale,2316,   1.68
t81*i<i9b,17,sell,Cabbage,1392,   2.14
u27*r<u>4t,11,sell,Mooli,103,   1.95
b26*c<c>1n,17,buy,Potato,915,   2.01
b2d*u<e>0i,13,sell,Swede,2991,   2.01
j86*f<a>0t,9,buy,Potato,2361,   1.91
l64*a<o>7s,6,sell,Broccoli,1383,   1.05
f92*s<k>3m,5,buy,Kale,1838,   2.04
y59*c<w>7j,11,sell,Okra,1914,   2.06
o75*c<>0m,10,buy,Kale,2477,   2.06
y67*d<l>0g,5,sell,Swede,1809,   1.92
c73*w<z>6l,6,sell,Carrot,2264,   1.68
s09*k<g>1v,8,sell,Leek,1812,   1.90
l61*><c>4z,24,sell,Okra,1696,   2.04
m76*<n>6v,5,buy,Squash,571,   2.10
z59*m<y>3n,11,buy,Sprout,30,   2.01
e62*l<n>5a,24,sell,Yam,2882,   0.93
f05*k<l>5v,17,sell,Leek,402,   1.96
c08*i<g>0z,12,sell,Broccoli,313,   2.02
r16*y<x>8w,24,sell,Leek,1102,   2.02
a66*d<w>0b,9,sell,Parsnip,412,   1.84
i72*k<l>9w,20,buy,Carrot,2838,   2.05
j45*a<e>1v,8,buy,Cabbage,1471,   1.99
y36*l<r>7w,12,sell,Kale,274,   2.00
q33*r<g>1c,18,buy,Potato,401,   2.03
b75*k<C>9l,22,sell,Marrow,1841,   2.10
g38*p<l>7u,9,buy,Parsnip,2245,   2.09
q91*p<a>6o,11,sell,Onion,1799,   1.81
m46*b<h>8k,24,buy,Mooli,1550,   2.04
d07*s<w>1g,11,sell,Parsnip,623,   1.87
u79*a<t>8y,17,buy,Parsnip,322,   1.89
f05*y<r>3s,11,sell,Parsnip,2635,   1.83
c99*w<d>3c,7,sell,Swede,902,   0.98
p94*l<i>3j,23,sell,Turnip,2610,   1.91
w78*i<q>6k,9,sell,Kale,1329,   1.94
g46*&<v>3a,10,sell,Kale,202,   2.03
n92*c<x>2e,6,sell,Okra,2627,   1.36
q94*w<v>4b,10,buy,Marrow,2243,   1.94
n33*v<r>8o,6,sell,Kale,208,   1.88
r13*r<j>6k,7,sell,Parsnip,2884,   2.01
a43*b<w>7j,17,sell,Marrow,1539,   1.12
r49*a<z>2k,7,sell,Corn,523,   1.12
b06*f<f>4r,5,buy,Swede,1666,   2.02
y10*<a>6p,19,sell,Beetroot,2405,   1.89
99*w<o>5a,11,sell,Parsnip,2679,   1.85
g13*f<j>1l,11,sell,Broccoli,1394,   1.78
ac0*w<f>2j,15,sell,Swede,2859,   1.33
u80*m<a>3y,10,buy,Swede,2557,   2.11
n78*e<c>5h,11,buy,Parsnip,2126,   1.26
z31*f<p>3x,15,sell,Kale,787,   1.86
u70*i<k>5v,20,sell,Sprout,1481,   2.11
q68*m<u>9t,7,sell,Carrot,1516,   1.94
l66*h<a>6o,14,buy,Marrow,2349,   1.82
x73*y<l>4z,18,buy,Swede,2212,   1.95
p48*x<f>2p,16,sell,Potato,0,   1.91
a46*u<q>8s,23,sell,Okra,2844,   1.31
s76*f<p>6p,11,buy,Kale,2398,   1.89
q04*m<o>1a,21,sell,Carrot,2805,   1.94
f22*xq>8h,21,sell,Kale,1891,   1.94
h55*r<i>0v,17,sell,Cabbage,2094,   1.95
z28*w<q>6x,5,sell,Kale,2118,   1.98
b46*v<j>0c,12,sell,Pea,1043,   1.96
n33*l<q>9w,12,sell,Okra,2225,   2.13
z79*a<x>1l,16,sell,Marrow,796,   1.98
m73*z<x>6k,22,sell,Kale,1953,   2.07
v32*s<p>4q,11,buy,Turnip,2527,   2.07
bI3*i<m>1w,6,sell,Beetroot,767,   1.94
r03*v<e>5e,17,sell,Kale,1233,   2.07
k21*v<b>4u,15,sell,Sprout,2419,   0.84
a86*h<t>7v,20,sell,Turnip,2860,   1.98
t76*c<o>2d,10,sell,Cabbage,2552,   1.84
m68*n<p>3o,8,sell,Okra,1417,   2.13
j01*t<b>4x,6,sell,Swede,254,   2.10
j33*r<z>5r,14,buy,Broccoli,473,   1.15
l15*b<a>6l,23,sell,Mooli,1820,   1.31
t30*i<d>9z,19,sell,Swede,1066,   1.85
n83*o<p>0h,8,buy,Yam,2086,   2.08
g80*h<w>3s,18,buy,Marrow,2174,   1.94
l00*v<g>7c,12,sell,Swede,2598,   1.24
u42*e<f>0s,6,sell,Kale,1229,   0.79
a72*u<u>1k,10,sell,Cabbage,1836,   1.59
l10*h<t>1u,9,sell,Leek,2655,   2.01
j95*r<b>0s,14,sell,Leek,940,   2.07
v08*g<i>3o,23,sell,Marrow,870,   2.07
c93*f<k>9e,7,sell,Sprout,2764,   1.97
k03*n<c6r,6,sell,Marrow,2163,   1.86
j62*j<z>4p,6,sell,Okra,1102,   1.33
d60*l<k>6k,12,buy,Beetroot,1090,   1.84
q37*k<e>4j,19,sell,Okra,2681,   1.56
y72*zjj>3c,10,sell,Parsnip,1726,   2.15
j79*j<c>5g,10,sell,Carrot,2640,   1.34
t46*g<m>0f,10,sell,Yam,2175,   2.07
t81*v<i>6i,24,sell,Marrow,1025,   0.77
z54*s<t>1y,6,buy,Okra,2844,   1.85
t35*m<e>2t,6,sell,Carrot,970,   1.85
d98*o<b>8v,12,sell,Potato,504,   1.98
v78*k<e>6p,18,sell,Parsnip,2313,   2.00
m93*u<x>7i,11,sell,Parsnip,852,   2.13
y77*l<r>9k,5,sell,Okra,1965,   2.11
z30*v<w>0c,10,sell,Parsnip,2181,   0.81
n45*li<k>8r,18,sell,Yam,1476,   2.12
m15*k<u>3l,11,sell,Leek,1952,   1.87
l81*e<l>2z,9,buy,Beetroot,2970,   1.92
v27*f<f>4e,20,sell,Mooli,960,   2.12
f14*b<w>3p,20,sell,Carrot,1416,   1.93
n15*k<t>1r,6,sell,Parsnip,713,   1.59
l04*n<j>6a,10,sell,Potato,992,   1.91
k49*r<s>3n,21,sell,Kale,2373,   2.10
y51*m<a7n,16,sell,Kale,2388,   1.93
y32*h<r>8d,22,sell,Cabbage,685,   1.96
a85*p<q>9g,17,sell,Parsnip,2558,   2.13
h88*i<d>8i,14,sell,Parsnip,895,   1.81
w76*k<l>5w,11,sell,Kale,1934,   2.13
e30*c<q>5m,15,sell,Turnip,1676,   2.14
a71*y<k>5v,9,sell,Pea,2672,   1.82
o99*y<o>2a,12,sell,Marrow,2449,   1.72
p92*r<t>4f,7,sell,Carrot,427,   1.82
l57*e<g>1s,24,sell,Cabbage,2276,   2.05
x09*k<o>8x,11,sell,Carrot,2959,   1.13
d41*y<t>9a,5,sell,Kale,372,   1.94
b31*u<n>7r,10,sell,Swede,2698,   2.01
v69*w<t>9a,7,sell,Broccoli,2924,   2.01
m21*x<s>8r,9,sell,Marrow,1507,   0.88
u87*k<e>*n,23,buy,Yam,369,   1.89
k27*f<b>0z,15,buy,Sprout,198,   1.59
l25*nyp>7y,10,sell,Okra,375,   2.13
w20*d<e>3e,8,sell,Cabbage,1603,   2.14
d15*c<j>6g,11,sell,Potato,2492,   1.74
u75*i<z>1v,11,buy,Marrow,798,   2.01
v21*l<u>7q,11,sell,Swede,271,   1.89
h48p<d>8y,19,sell,Yam,2817,   1.43
h>3*i<l>1v,12,sell,Mooli,507,   2.08
u80*k<w>8y,8,buy,Beetroot,2897,   1.08
w50*u<y>0t,8,sell,Corn,1566,   2.09
r28*u<y>3v,8,sell,Leek,266,   2.10
l93*r<h>7f,24,sell,Potato,2562,   1.93
k25*f<q>7x,23,sell,Carrot,1095,   2.02
98*l<y>4c,5,sell,Sprout,2050,   2.03
u85*k<i>6x,23,sell,Parsnip,2150,   0.81
s23b<e>4b,8,sell,Turnip,2274,   2.07
t63*x<k>1j,13,sell,Swede,1818,   1.31
x44*y<j>3p,7,sell,Cabbage,2668,   1.07
r99*c<w>0b,13,sell,Parsnip,1769,   0.81
e80*h<b>1u,17,sell,Leek,2868,   1.99
u35*c<k>0w,9,sell,Marrow,30,   2.05
r62*c<p>0n,10,sell,Leek,14,   1.98
e42*n<v>5e,6,buy,Broccoli,1840,   2.02
f24*x<l>8h,20,buy,Pea,2070,   2.14
a27*h<h>8n,13,sell,Cabbage,2674,   1.41
h36*m<g>9u,18,sell,Leek,2880,   1.97
x16*t<mr9y,10,sell,Swede,2131,   1.98
l84*o<o>8d,13,buy,Mooli,2659,   1.90
q49*k<d>4f,10,sell,Kale,2427,   1.92
n06*v<p>7p,15,sell,Cabbage,2181,   2.00
j00*l<i>0o,22,sell,Cabbage,1812,   0.83
e66*o<y>8q,11,sell,Potato,819,   2.13
f79*w<g>1j,15,sell,Pea,2221,   0.92
s47*s<p>4v,7,sell,Carrot,30,   2.01
b69*p<m>0f,6,sell,Marrow,290,   0.96
t86*t<e>7i,20,sell,Okra,597,   1.85
e87*p<d>4l,24,sell,Yam,83,   2.08
o72*z<w>5d,5,sell,Yam,1001,   2.14
q8*v<m>8n,23,sell,Leek,1056,   1.00
h84*n<f>0i,12,sell,Mooli,2187,   2.07
b90*v<r>0q,12,sell,Mooli,2695,   1.27
n24*x<d>0c,14,sell,Leek,1654,   1.91
z08*a<y>0u,9,sell,Potato,1452,   2.07
e64*z<d>3q,6,sell,Marrow,2502,   1.95
h16*o<l>5t,16,buy,Kale,2884,   2.13
m19*n<c>6v,15,sell,Corn,2244,   2.04
w71*i<x>2e,23,sell,Cabbage,1058,   2.08
z22*j<q>0k,13,sell,Marrow,1624,   2.01
x39*k<c>1f,19,buy,Turnip,2171,   1.89
aN0*d<u>7z,10,sell,Kale,1784,   2.07
q6*v<n>5x,16,sell,Onion,2545,   2.09
b44*d<y>2v,7,buy,Carrot,1400,   1.36
063*t<h>2o,8,sell,Kale,1844,   0.81
u35*r<f>0m,9,sell,Pea,2780,   1.87
d04*p<a>6v,12,sell,Kale,1608,   2.06
x69*y<z>7z,7,sell,Kale,14,   1.85
z93*u<d>6d,9,buy,Pea,897,   1.88
g98*y<j>5u,11,sell,Marrow,1809,   2.09
n05*d<x>6m,17,sell,Potato,2727,   1.49
s95*b<c>9q,12,sell,Turnip,2125,   1.90
m59*p<i>9r,15,sell,Pea,2841,   1.84
b09*us>9t,18,buy,Marrow,1948,   1.91
c58*m<t>1p,23,buy,Broccoli,758,   1.91
z50*l<h>6e,8,sell,Marrow,1111,   1.97
j04*b<f>8e,7,buy,Marrow,1934,   1.82
o48*V<e>4w,7,buy,Kale,619,   1.10
s42*q<o>8n,7,buy,Turnip,1572,   2.04
i02*k<x>6d,5,sell,Squash,2621,   2.01
t93*t<e>1y,10,buy,Turnip,2477,   1.96
j46*h<c>4s,10,buy,Sprout,1356,   1.90
w69*w<u>6k,7,sell,Swede,2628,   1.63
736*p<t>3t,11,sell,Turnip,1262,   1.87
p28*f<z>7c,10,sell,Parsnip,263,   1.81
v34*p3<m>1x,11,buy,Parsnip,1528,   2.01
w51*y<b>7t,7,sell,Squash,695,   2.08
t05*s<p>0b,15,buy,Kale,2421,   2.11
j93*q<g>0a,23,buy,Parsnip,67,   0.80
t54*z<i>5g,17,buy,Carrot,2997,   2.03
j12*x<n>6j,17,buy,Marrow,2902,   2.12
z87*k<y>1i,12,buy,Turnip,2700,   1.89
z50*b<w>2g,8,sell,Sprout,2133,   2.01
v15*c<f>4a,18,sell,Swede,712,   1.94
l40*x<z>5j,11,buy,Squash,2162,   0.84
y18*c<q>5n,7,sell,Carrot,1360,   2.11
x61*w<f>8p,12,sell,Kale,85,   1.97
h78*y<f>3i,16,sell,Marrow,2180,   1.83
d85*o<h>8e,9,sell,Cabbage,1927,   2.09
e04*w<n>3n,23,sell,Pea,1924,   2.08
d63*v<e>2m,8,buy,Mooli,2851,   1.84
j15*h<j>4i,17,sell,Sprout,1301,   0.81
l38*z<z>2z,5,sell,Mooli,2151,   1.84
n34*q<k>7a,14,buy,Leek,2670,   0.99
l05*u<c>2y,23,sell,Kale,2497,   1.92
i26*o<q>0h,17,sell,Kale,2312,   1.85
i11*d<e>9z,24,buy,Leek,2529,   1.83
q36*n<s>1i,9,sell,Mooli,2646,   1.53
g53*e<u>9r,7,sell,Corn,2094,   1.98
c22*y<w>0t,6,sell,Marrow,1190,   1.99
l94*f<v>9e,24,sell,Corn,2714,   2.02
n62*i<c>2x,7,sell,Potato,2007,   1.60
p63*o<j>6z,10,sell,Carrot,1573,   1.83
e02*n<v>7j,5,buy,Squash,136,   1.60
v41*c<y>1l,5,sell,Turnip,2272,   1.87
f51*h<f>6t,12,buy,Mooli,1227,   1.98
f64*u<r>4a,22,sell,Corn,2770,   1.93
u81*n<b>5q,6,sell,Squash,2663,   1.98
d21*d<v>0t,7,buy,Potato,1276,   1.00
j35xv<x>9q,5,buy,Swede,1520,   1.55
m19*u<o>3q,9,sell,Leek,2926,   2.13
h14*r<g>6w,18,sell,Kale,1906,   2.04
m93*l<o>5a,16,sell,Parsnip,274,   2.13
o56*c<d>1u,12,sell,Swede,1207,   1.88
y99*c<p>4f,12,sell,Onion,1923,   2.12
o72*t<m>9k,17,buy,Sprout,897,   0.77
e35*u<g>7k,8,buy,Cabbage,2625,   1.20
d76*u<k>2j,5,buy,Marrow,1787,   1.96
d70*v<c>1t,9,sell,Yam,1818,   1.91
s52*z<n>4a,7,sell,Parsnip,569,   2.04
f14*s<k>5a,9,sell,Cabbage,2683,   1.94
q03*x<t>5d,18,buy,Pea,1456,   2.06
c46*s<f>0z,6,sell,Sprout,2625,   0.96
e91*f<d>l,5,buy,Potato,1,   0.99
t0*u<r>5g,9,buy,Carrot,2931,   0.79
e69*b<t>8j,15,sell,Parsnip,49,   1.93
z67*z<o>4g,8,sell,Cabbage,797,   1.89
i96*i<u>4h,8,buy,Marrow,2276,   1.17
d71*m<e>3e,18,buy,Cabbage,2837,   2.01
h20sj<r>9p,18,sell,Sprout,1986,   2.03
h81*x<m>6f,12,sell,Marrow,683,   2.05
z39*y<s>9a,12,sell,Leek,427,   0.82
g59*d<n>7x,10,sell,Turnip,2434,   1.92
f22*m<x>3y,8,sell,Potato,701,   0.86
i99*n<z>1m,16,buy,Parsnip,2650,   2.02
a52*x<b>5i,16,sell,Potato,2724,   2.06
g21*c<c>5o,19,sell,Turnip,1223,   1.97
y97*q<e>2z,14,buy,Carrot,1872,   1.86
p17*w<h>8d,8,sell,Yam,2197,   1.64
y87*w<n>2v,22,sell,Parsnip,2629,   1.17
r80*u<t>5u,20,sell,Corn,1242,   2.08
v21*o<e>6z,7,sell,Mooli,2934,   1.52
y14*d<e>0m,8,sell,Potato,1601,   2.12
u59*y<j>5l,19,sell,Parsnip,1547,   1.43
H77*s<p>9x,17,sell,Swede,1928,   2.15
s18*x<i>5t,9,sell,Marrow,1195,   1.17
v30*o<v>0v,9,sell,Mooli,1278,   1.32
19*d<q>6a,11,sell,Marrow,1702,   1.91
v22*z<e>2x,23,buy,Okra,1448,   2.05
b48*q<r>5a,11,buy,Pea,402,   2.02
j88*m<q>6n,12,sell,Pea,1084,   1.86
o37*u<j>7g,24,sell,Marrow,2248,   1.31
m70*d<n>8d,22,sell,Potato,2461,   1.38
c37*p<r>3g,13,sell,Leek,1306,   2.02
j12*m<k>6h,5,sell,Leek,151,   2.07
559*a<v>4a,16,buy,Mooli,496,   2.05
y96*i<f>9k,8,sell,Corn,2656,   1.92
j75*f<j>3t,24,sell,Swede,260,   0.90
w85*u<r>6z,20,sell,Leek,880,   1.91
h07*z<p>9i,7,sell,Marrow,777,   1.97
q99*b<x>1j,10,sell,Carrot,2757,   2.00
w33*t<r>3t,18,buy,Okra,1569,   2.12
i3*x<g>1l,20,sell,Yam,596,   2.03
f51*b<r>2o,11,sell,Carrot,2725,   0.97
t25*i<y>4l,8,sell,Parsnip,120,   2.11
m*4*x<e>0i,20,sell,Sprout,1712,   1.92
j32*z<z>0e,5,buy,Marrow,262,   0.89
m03*g<m>8b,14,sell,Marrow,2781,   1.87
z25*h<n>1t,12,sell,Potato,2508,   1.91
p46*i<b>6p,16,buy,Cabbage,27,   1.94
w68*x<c>8q,10,sell,Parsnip,1446,   1.85
d98*j<u>8a,13,sell,Broccoli,1314,   2.14
t18*i<i>0k,16,sell,Yam,531,   2.09
i20*r<y>9k,13,sell,Turnip,1419,   2.08
o49*a<l>1w,9,buy,Kale,2341,   1.89
t96*s<q>4i,10,sell,Marrow,2852,   1.50
r84*e<j>3j,8,sell,Marrow,2674,   2.04
g96*z<r>8j,10,buy,Carrot,766,   1.61
x99*a<x>9z,21,sell,Broccoli,1932,   2.04
z40*x<q>1x,6,sell,Swede,2082,   1.89
k56*c<#>5y,23,sell,Kale,2823,   1.28
n12*r<a>2i,9,sell,Swede,2791,   1.85
n83*t<j>2o,8,sell,Kale,667,   2.12
x95*y<k>4j,15,sell,Corn,779,   2.07
d81*s<k>4m,23,buy,Okra,16,   2.02
i50*m<c>6x,8,sell,Kale,1771,   2.00
t57*y<x>1c,5,sell,Sprout,1224,   2.00
j50*g<f>1t,7,sell,Marrow,2868,   2.01
n06*g<y>9x,12,sell,Mooli,458,   1.88
x33*g<g>1h,11,sell,Marrow,2143,   1.92
g22*e<c>9z,9,sell,Cabbage,1422,   1.82
l65*u6u>0m,15,sell,Cabbage,1530,   2.07
l82*y<h>9y,13,buy,Parsnip,1348,   1.99
l67*m<p>1e,23,buy,Corn,1323,   1.89
w66*a<z>9e,7,sell,Pea,2723,   2.09
g74*c<t>2x,20,buy,Parsnip,2477,   2.06
b88*i<b>5k,11,sell,Pea,1230,   0.88
v73*d<m>0m,9,buy,Kale,843,   2.00
yD6*u<o>9w,20,sell,Okra,873,   1.52
b09*j<z>2a,7,buy,Sprout,1467,   1.85
h34*g<i>6y,8,buy,Carrot,1219,   1.67
x23*b<o>8x,5,sell,Leek,2773,   1.84
h15*w<t>a,9,sell,Kale,2204,   1.84
q65*r<a>8t,9,sell,Leek,1971,   2.12
g99*i<b>2e,8,sell,Marrow,1376,   1.83
h23*t<v>5y,23,sell,Squash,1620,   2.13
z54*s<x>9u,16,sell,Mooli,1724,   1.90
r46*c<z>0q,10,sell,Swede,1246,   2.01
w93*i<n>6d,11,buy,Parsnip,2915,   2.06
w27*f<k>5y,17,buy,Swede,2716,   2.04
e33*l<n>7t,17,buy,Potato,2224,   2.04
g58*i<x>8s,7,sell,Turnip,2305,   2.06
b22*m<e>3q,5,buy,Marrow,1707,   2.13
t38*g<i>5i,8,buy,Potato,2370,   1.32
a84*e<d>8c,11,sell,Cabbage,599,   1.14
f04*e<p>5p,17,sell,Beetroot,1968,   1.89
y66*e<q>5g,24,buy,Mooli,1936,   1.89
b9=*q<t>0d,12,sell,Cabbage,1727,   2.03
r91*z<o>0g,12,sell,Swede,2930,   1.85
g40*s<h>5a,5,sell,Yam,2505,   2.11
v08*h<n>6z,7,sell,Carrot,1868,   1.93
z16*a<s>9a,11,sell,Swede,1480,   1.92
n64*u<n>6i,6,sell,Carrot,188,   2.14
c88*n<f>5r,18,buy,Kale,2108,   2.04
r38*z<z>2e,5,sell,Okra,2299,   1.85
u29*h<n>2t,21,sell,Parsnip,2337,   2.06
ta0*d<c>9i,9,sell,Kale,2325,   0.86
d12*p<k>5h,8,sell,Okra,2462,   2.00
t11*x<r>7n,6,sell,Potato,1181,   2.11
p92*u<b>3a,20,buy,Pea,1923,   2.01
q43*c<m>6g,20,sell,Kale,843,   1.86
x19*d<d>8r,15,sell,Marrow,665,   1.47
v89*ew>9t,15,sell,Broccoli,587,   2.10
e64t<q>3x,24,sell,Turnip,888,   0.80
u13*u<n>9i,19,buy,Yam,1959,   2.10
u97*o<x>7c,11,sell,Marrow,1539,   1.89
w08*y<r>1i,15,sell,Marrow,112,   1.91
k34*c<a>3h,15,sell,Beetroot,1701,   1.36
q82*es<s>9q,19,buy,Parsnip,212,   1.84
p72*n<l>9y,12,sell,Corn,361,   2.00
r25*k<u>4x,9,buy,Marrow,1572,   1.85
m51*i<z>2h,17,buy,Parsnip,1738,   1.91
q46*o<i>7b,5,sell,Kale,1756,   2.12
s78*a<z>0t,23,buy,Swede,1318,   1.97
w12*h<c>8r,9,sell,Potato,1585,   1.65
f16*i<n>3b,12,sell,Kale,1674,   1.51
p78*o<u>6l,19,sell,Carrot,2551,   2.08
u85*j<x>1n,9,sell,Cabbage,2843,   2.12
j97*h<z>8v,8,sell,Yam,2895,   2.01
i06*x<(>8n,9,sell,Turnip,1584,   1.61
m39*r<e>1t,8,buy,Marrow,519,   1.87
y62*j<g>0u,6,sell,Mooli,2012,   1.93
d60*q<w>8j,21,sell,Turnip,2440,   2.14
y94*j<u>7z,16,buy,Leek,2785,   2.09
w89*o<p>5t,6,sell,Cabbage,586,   1.37
w77*j<p>4w,15,sell,Cabbage,767,   2.15
o37*f<t>0r,23,buy,Mooli,2054,   1.96
q54*i<o>0g,12,buy,Sprout,2952,   1.62
t65*m<w>8r,5,buy,Marrow,1582,   2.01
x43*y<e>3j,18,buy,Squash,978,   2.05
w68*f<a>2u,16,buy,Squash,1942,   1.91
e02*v<p>2h,6,buy,Marrow,1787,   1.81
i67*v<t>1b,8,sell,Swede,2055,   1.89
s55*p<o>7r,6,sell,Kale,209,   2.03
f98*x<zq>4y,9,sell,Pea,2981,   1.95
p48*n<y2m,9,sell,Kale,457,   2.01
m08*i<v>0x,24,sell,Marrow,2685,   1.22
i95*g<f>0g,21,sell,Potato,495,   2.06
s55*f<v>2y,17,sell,Potato,2816,   2.05
a29*y<s>2s,19,sell,Marrow,1739,   1.81
f81*w<c>5h,11,sell,Leek,620,   2.12
f95*r<l>4t,5,sell,Carrot,2043,   2.11
a73*b<w>0u,6,sell,Swede,1624,   1.95
e47*n<o>5j,16,sell,Potato,1911,   2.00
o89*b<g>5m,10,sell,Broccoli,1330,   1.84
rW6*f<p>9k,9,buy,Kale,1886,   1.97
r02*a<m>7n,6,sell,Marrow,515,   1.82
p14*f<u>7w,15,sell,Potato,2760,   2.02
k26*h<v>6e,12,buy,Mooli,1834,   2.07
j79*l<i>5w,7,buy,Parsnip,1731,   1.94
f50*a<c>6a,12,buy,Swede,1867,   1.90
m41*r<y>3h,11,buy,Leek,636,   1.86
k29*s<e>1m,18,sell,Parsnip,2766,   1.88
k22*k<rs0t,5,buy,Potato,2694,   0.92
v99*m<q>6j,10,sell,Parsnip,1401,   1.58
w87*h<f>8w,12,sell,Potato,2089,   2.12
k50*b<g>5i,21,buy,Okra,1052,   2.06
u51*q<k>5t,5,sell,Swede,2395,   0.84
s57*r<p>8i,9,buy,Okra,759,   2.13
a53*g<=>0y,18,sell,Parsnip,255,   1.99
t82*d<h>3f,5,sell,Kale,161,   2.01
t68*j<u>8f,9,sell,Swede,1521,   1.90
k22*k<k>7i,17,buy,Yam,1462,   1.81
g36*x<v{>1j,21,buy,Cabbage,1338,   2.06
i39*p<v>9a,7,sell,Kale,1988,   1.96
r26*n<s>2a,6,sell,Marrow,181,   2.14
x31*o<t>2h,19,sell,Marrow,1517,   2.10
i70*r<t>8u,8,sell,Yam,1059,   2.10
z3R*e<q>9p,9,sell,Parsnip,2582,   0.93
n64*u<a>9x,10,buy,Kale,1171,   1.84
h68*d<r>1q,8,buy,Broccoli,1963,   2.05
+n58*h<z>5n,6,sell,Kale,194,   1.21
p08*x<w>1n,10,sell,Cabbage,2648,   1.13
b03*d<n>2a,12,buy,Kale,1492,   2.08
a42*t<e>8q,13,sell,Carrot,716,   1.83
f84*n<h>1g,12,sell,Mooli,871,   1.46
f09*l<n>9c,7,sell,Kale,2708,   2.07
x78*g<c>8g,5,sell,Parsnip,151,   1.14
o09*g<w>3p,9,sell,Okra,2502,   1.89
r08*f<y>1o,10,sell,Mooli,172,   1.97
i42*l<c>6t,6,sell,Onion,66,   1.89
b90*g<k>7y,15,sell,Marrow,2516,   1.82
m97*l<v>4h,8,sell,Broccoli,157,   2.07
d81*x<x>1c,10,sell,Sprout,1870,   1.96
y30*l<m>7l,12,sell,Marrow,2695,   2.08
u87*x<u>8p,8,sell,Cabbage,2902,   1.02
n55*m<a>3y,18,sell,Kale,675,   1.90
y20*u<h>1m,8,buy,Potato,1254,   2.00
t03*w<m>0t,12,buy,Carrot,1989,   2.10
F29*k<s>0t,24,buy,Marrow,2176,   1.86
d31*a<a>9n,12,sell,Carrot,2682,   1.81
o31*s<i>1k,8,sell,Cabbage,500,   1.58
d84*a<m>0c,11,sell,Kale,2520,   2.06
g07*j<m>2t,24,sell,Swede,1609,   2.04
o96*y<x>8f,9,buy,Broccoli,2961,   1.90
c67*y<k>4r,7,sell,Cabbage,47,   2.15
t22*&l<n>0o,14,sell,Swede,272,   1.00
j31*o<c>4a,6,sell,Kale,2616,   1.06
h52*e<x>7l,8,sell,Squash,389,   1.90
p91*d<g>2d,9,sell,Leek,1838,   1.99
j44*b<h>4w,22,sell,Cabbage,732,   1.95
p77*rPn>4l,9,sell,Parsnip,1125,   1.91
h09*v<z>4a,24,sell,Squash,1668,   1.95
m93*x<l>5w,10,sell,Marrow,2522,   1.88
z64*c<a>1a,8,sell,Mooli,1853,   2.02
f78*n<5>2y,8,sell,Squash,1938,   1.92
o67*p<m>4k,22,buy,Kale,658,   2.08
a13*v<i>A7i,20,buy,Mooli,1096,   1.90
s86*v<t>2f,7,sell,Kale,2769,   2.00
M50*d<v>2v,13,sell,Carrot,2417,   1.94
t52*w<v>4g,6,sell,Swede,254,   1.77
p71v<t>4f,20,sell,Parsnip,514,   0.79
q46*i<l>1o,24,sell,Mooli,2225,   1.93
m21*i<k>0n,18,sell,Carrot,2740,   2.06
k75*i<t>3t,9,sell,Leek,1124,   1.61
z46*r<s>4a,9,sell,Potato,2644,   2.00
l64*c<h>7h,17,buy,Cabbage,1152,   1.99
174*y<g>1y,6,buy,Pea,435,   1.75
e01*n<f>8l,6,sell,Leek,2811,   1.98
i38*j<x>7f,6,sell,Marrow,2018,   2.10
y58*h<z>9a,7,sell,Cabbage,1157,   2.03
p98*l<d>6o,21,sell,Parsnip,1986,   2.05
v87*l<y>1p,5,sell,Beetroot,2800,   1.97
q05*l<g>j,8,sell,Okra,259,   1.82
h27*h<v>1k,22,buy,Cabbage,692,   1.94
j47*y<w>5w,14,sell,Kale,433,   1.97
